,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP,EToPM,EToHG,EToSJ,EToPM2,EToPT
1991-09-26,15.8,11.8,19.0,5.7,,,68.0,,,11.8,966.0,,1.7948223730661388,0.0,,
1991-09-27,12.3,11.2,17.2,2.7,,,81.0,,,12.4,966.3,,1.446456784168925,0.0,,
1991-09-28,11.9,7.5,16.2,0.0,,,65.0,,,8.5,969.5,,1.693387392861933,0.0,,
1991-09-29,16.3,9.0,19.1,0.0,,,65.0,,,10.6,965.9,,2.0637744879271374,0.0,,
1991-09-30,13.8,12.8,18.9,1.7,,,83.0,,,13.7,964.9,,1.463985215206321,0.0,,
1991-10-01,12.8,8.5,16.2,0.9,,,65.0,,,9.2,971.3,,1.5686289060497833,0.0,,
1991-10-02,8.6,7.4,14.2,1.7,,,78.0,,,8.9,975.1,,1.2523117278750748,0.0,,
1991-10-03,10.3,7.0,14.6,0.0,,,72.0,,,8.6,989.4,,1.3873961346860124,0.0,,
1991-10-04,12.3,6.2,17.0,0.0,,,67.0,,,8.6,989.1,,1.7439439342788758,0.0,,
1991-10-05,13.4,8.5,18.1,0.0,,,54.0,,,7.2,982.1,,1.6774342713474735,0.0,,
1991-10-06,12.2,7.9,17.8,0.0,,,61.0,,,8.4,977.4,,1.6118723691352532,0.0,,
1991-10-07,16.5,7.3,22.2,0.0,,,65.0,,,9.8,978.7,,2.224600018041757,0.0,,
1991-10-08,17.2,12.7,22.9,0.0,,,53.0,,,10.0,976.2,,1.847749985122572,0.0,,
1991-10-09,15.7,10.9,20.7,0.0,,,58.0,,,10.2,978.1,,1.7052263633690776,0.0,,
1991-10-10,12.6,8.7,17.9,0.0,,,76.0,,,10.8,983.8,,1.4746223967990066,0.0,,
1991-10-11,12.6,5.6,18.0,0.0,,,76.0,,,10.1,980.0,,1.6835588320238348,0.0,,
1991-10-12,14.6,11.7,17.5,0.6,,,72.0,,,11.6,971.4,,1.2066360965004816,0.0,,
1991-10-13,13.5,12.8,14.6,0.2,,,87.0,,,13.6,966.9,,0.6384337047245853,0.0,,
1991-10-14,13.0,11.2,18.2,0.0,,,72.0,,,10.7,971.3,,1.2178646517736407,0.0,,
1991-10-15,13.8,8.2,18.3,0.0,,,78.0,,,11.5,973.8,,1.4752277943732015,0.0,,
1991-10-16,12.9,5.2,18.6,0.7,,,76.0,,,10.2,975.2,,1.622422570057013,0.0,,
1991-10-17,10.8,8.8,14.9,6.2,,,72.0,,,9.9,965.7,,1.0021158315334944,0.0,,
1991-10-18,7.7,4.4,11.2,0.0,,,64.0,,,6.5,963.5,,0.9269352469917163,0.0,,
1991-10-19,6.0,5.2,8.6,1.8,,,64.0,,,6.3,969.0,,0.6010287477159162,0.0,,
1991-10-20,3.3,2.3,6.4,0.2,,,72.0,,,5.7,974.0,,0.5748254084276025,0.0,,
1991-10-21,2.5,-0.1,5.7,0.0,,,73.0,,,5.1,982.0,,0.6461235164225381,0.0,,
1991-10-22,3.4,-2.6,6.7,3.3,,,71.0,,,5.1,984.9,,0.8392486399343069,0.0,,
1991-10-23,4.2,2.4,8.1,0.0,,,73.0,,,6.3,983.5,,0.669650003759523,0.0,,
1991-10-24,4.5,0.2,6.5,6.6,,,86.0,,,6.7,984.7,,0.7008207721029701,0.0,,
1991-10-25,3.3,1.1,7.4,0.0,,,76.0,,,6.4,987.2,,0.6511803996595946,0.0,,
1991-10-26,1.0,-2.9,6.5,0.0,,,62.0,,,4.0,988.4,,0.6959260267278641,0.0,,
1991-10-27,1.5,-1.8,6.4,0.0,,,58.0,,,3.8,986.3,,0.6552056132899876,0.0,,
1991-10-28,2.4,-1.7,7.4,0.0,,,50.0,,,3.4,987.1,,0.7093171159213937,0.0,,
1991-10-29,2.1,-2.1,5.7,0.0,,,71.0,,,4.9,989.8,,0.6351998910057343,0.0,,
1991-10-30,2.2,-2.4,7.0,0.0,,,61.0,,,4.0,986.6,,0.6880756529553509,0.0,,
1991-10-31,1.3,-1.3,5.1,0.0,,,61.0,,,4.0,987.4,,0.5323441667632017,0.0,,
1991-11-01,2.3,-1.0,6.0,0.0,,,57.0,8.6,21.7,4.0,986.5,,0.5752279746074904,0.0,,
1991-11-02,1.2,-0.1,2.2,0.8,,,74.0,10.5,21.4,4.9,979.1,,0.30601417713805906,0.0,,
1991-11-03,7.0,2.1,9.2,0.4,,,75.0,13.0,20.9,7.3,966.3,,0.6890360349850049,0.0,,
1991-11-04,6.5,4.6,8.8,12.1,,,78.0,9.1,21.4,7.5,958.6,,0.5098492589819479,0.0,,
1991-11-05,6.1,3.6,8.4,3.6,,,63.0,6.9,18.2,6.0,964.1,,0.5263770082962616,0.0,,
1991-11-06,3.0,1.6,6.1,0.0,,,72.0,4.3,12.3,5.5,980.3,,0.4355503781254667,0.0,,
1991-11-07,4.5,0.7,6.8,22.4,,,82.0,5.9,15.3,6.7,975.5,,0.5338967102304056,0.0,,
1991-11-08,9.6,5.9,11.9,3.0,,,68.0,8.8,21.2,8.4,972.2,,0.6389488698000775,0.0,,
1991-11-09,4.2,2.3,9.0,4.0,,,76.0,5.5,14.3,6.4,972.1,,0.5324661176802272,0.0,,
1991-11-10,2.3,0.6,5.6,0.2,,,75.0,4.8,13.5,5.6,981.9,,0.41281015383803854,0.0,,
1991-11-11,3.1,-0.4,5.2,7.2,,,76.0,6.6,18.5,5.6,977.8,,0.4462708961736203,0.0,,
1991-11-12,4.4,3.2,5.1,0.0,,,87.0,4.7,17.5,7.2,977.1,,0.27129064101393036,0.0,,
1991-11-13,5.3,4.0,5.8,0.3,,,75.0,9.4,23.1,6.8,965.6,,0.2700003421342906,0.0,,
1991-11-14,4.6,3.7,6.5,0.0,,,79.0,3.7,10.1,6.9,965.2,,0.3209408979389212,0.0,,
1991-11-15,5.1,2.5,7.9,0.2,,,73.0,4.9,12.1,6.4,964.9,,0.44790925422612216,0.0,,
1991-11-16,2.8,0.4,6.0,4.6,,,79.0,2.5,10.3,5.9,970.0,,0.40342536561484316,0.0,,
1991-11-17,0.7,0.2,2.4,6.6,,,92.0,4.9,11.8,5.9,970.2,,0.22331664047161995,0.0,,
1991-11-18,2.0,0.1,4.3,0.3,,,77.0,3.9,11.3,5.4,971.3,,0.3248350655601291,0.0,,
1991-11-19,2.0,0.9,2.4,0.0,,,88.0,3.7,10.1,6.2,970.7,,0.1909964621522927,0.0,,
1991-11-20,2.2,1.3,3.9,4.1,,,88.0,3.7,10.8,6.4,974.8,,0.24996919241603177,0.0,,
1991-11-21,0.3,-0.1,1.7,0.0,,,88.0,3.4,10.6,5.5,983.3,,0.18529403807343883,0.0,,
1991-11-22,-2.3,-4.8,0.4,0.0,,,88.0,1.2,4.7,4.5,982.4,,0.26557425680331886,0.0,,
1991-11-23,0.2,-4.2,2.4,0.0,,,81.0,1.9,7.4,5.0,983.2,,0.342247295604248,0.0,,
1991-11-24,-0.4,-3.3,2.1,0.0,,,87.0,3.0,11.3,5.2,981.7,,0.29486920890353735,0.0,,
1991-11-25,4.0,-0.7,7.3,0.0,,,85.0,2.0,5.2,6.8,979.1,,0.44322597298218164,0.0,,
1991-11-26,6.1,4.5,7.2,0.0,,,90.0,2.9,9.8,8.4,985.1,,0.27835850175363963,0.0,,
1991-11-27,2.9,2.0,6.5,0.0,,,83.0,7.6,16.2,6.4,988.5,,0.30702290468076415,0.0,,
1991-11-28,2.0,0.7,4.1,0.2,,,86.0,3.4,11.3,6.1,988.3,,0.25190955625127537,0.0,,
1991-11-29,1.8,1.3,3.2,0.0,,,92.0,2.8,11.8,6.4,988.6,,0.18403603799059853,0.0,,
1991-11-30,0.6,-0.1,2.0,0.0,,,91.0,2.9,9.8,5.8,988.1,,0.17939876033549035,0.0,,
1991-12-01,0.6,-0.1,1.0,0.0,,,89.0,6.1,16.0,5.7,989.5,,0.12830031548503087,0.0,,
1991-12-02,1.1,-1.6,4.8,0.0,,,80.0,,15.0,5.3,990.0,,0.31426362834041033,0.0,,
1991-12-03,-2.2,-3.8,-0.2,0.0,,,92.0,,,4.8,990.4,,0.19242501640526916,0.0,,
1991-12-04,0.9,-3.1,2.9,7.1,,,96.0,,,5.9,984.7,,0.29469182174997216,0.0,,
1991-12-05,0.2,-0.6,3.2,1.7,,,89.0,,,5.5,984.8,,0.2235162822471534,0.0,,
1991-12-06,-1.3,-2.8,-0.5,4.7,,,89.0,,10.1,4.9,990.9,,0.15791463217277454,0.0,,
1991-12-07,0.0,-0.8,0.2,3.9,,,97.0,4.3,9.1,5.8,991.4,,0.1113438772294163,0.0,,
1991-12-08,-2.6,-4.8,0.1,1.1,,,97.0,1.6,6.4,5.2,991.3,,0.20874122322799732,0.0,,
1991-12-09,-10.1,-12.8,-4.2,0.0,,,78.0,1.6,6.4,2.3,1000.0,,0.1390212457063613,0.0,,
1991-12-10,-6.5,-13.4,-3.9,0.0,,,80.0,1.6,5.7,3.0,1003.7,,0.21291980997754012,0.0,,
1991-12-11,-2.2,-5.4,1.0,0.0,,,80.0,3.3,10.8,4.2,1000.9,,0.23971224093130356,0.0,,
1991-12-12,-7.3,-8.8,-2.8,0.0,,,84.0,2.5,7.4,3.1,999.6,,0.1553139270915789,0.0,,
1991-12-13,-7.5,-9.2,-4.1,0.0,,,85.0,2.3,4.9,3.0,996.5,,0.13973722572800945,0.0,,
1991-12-14,0.2,-8.3,2.4,0.0,,,68.0,3.2,11.3,4.1,991.7,,0.35210889562925235,0.0,,
1991-12-15,-0.1,-2.1,4.6,0.0,,,68.0,2.8,10.1,4.3,989.5,,0.2729154245467712,0.0,,
1991-12-16,-3.9,-5.8,-1.4,0.0,,,77.0,2.7,7.6,3.5,986.9,,0.17312047756764257,0.0,,
1991-12-17,-2.9,-4.1,-0.8,2.6,,,75.0,3.8,16.2,3.7,984.0,,0.1602979937056605,0.0,,
1991-12-18,1.4,-3.8,3.3,10.1,,,87.0,7.2,19.2,5.8,967.9,,0.3024005172002195,0.0,,
1991-12-19,2.4,0.7,3.3,26.7,,,87.0,5.8,14.0,6.2,965.0,,0.1922864778577845,0.0,,
1991-12-20,2.3,1.3,7.5,0.0,,,68.0,5.5,20.9,5.0,960.4,,0.2952932479686629,0.0,,
1991-12-21,0.7,0.0,3.3,4.6,,,79.0,6.0,14.5,5.1,961.8,,0.19830519047641482,0.0,,
1991-12-22,0.8,-0.2,1.4,18.2,,,93.0,3.3,12.8,5.8,968.5,,0.1389360443516217,0.0,,
1991-12-23,9.1,1.3,10.4,1.0,,,72.0,5.3,28.8,7.9,972.6,,0.4798924105622546,0.0,,
1991-12-24,1.8,0.5,10.5,0.9,,,79.0,8.5,24.8,5.6,983.4,,0.3673221515504997,0.0,,
1991-12-25,-0.6,-1.6,1.3,0.1,,,79.0,6.0,14.0,4.7,995.0,,0.1740717432479525,0.0,,
1991-12-26,1.3,-2.9,2.6,28.9,,,83.0,5.5,17.2,5.5,977.5,,0.26712397531801535,0.0,,
1991-12-27,1.4,0.5,3.5,5.1,,,87.0,8.9,20.9,5.9,975.8,,0.19913255853913772,0.0,,
1991-12-28,-2.4,-3.9,0.8,0.0,,,81.0,3.4,10.6,4.3,993.0,,0.20086958006247432,0.0,,
1991-12-29,0.8,-4.7,1.8,0.7,,,88.0,3.5,11.1,5.6,995.6,,0.2868511048660173,0.0,,
1991-12-30,2.5,1.7,3.0,0.0,,,81.0,5.8,13.3,6.0,996.9,,0.14085467296446516,0.0,,
1991-12-31,-0.3,-2.3,2.8,0.0,,,80.0,3.9,13.0,5.0,995.8,,0.24211022246236938,0.0,,
1992-01-01,-0.2,-4.4,2.1,0.0,,,77.0,3.3,15.0,4.4,990.6,,0.27689219590859937,0.0,,
1992-01-02,2.9,-0.7,5.8,0.0,,,67.0,3.5,13.5,5.0,989.0,,0.3282308887634712,0.0,,
1992-01-03,2.1,-0.3,6.2,0.0,,,60.0,4.6,11.6,4.2,986.8,,0.31821986504054056,0.0,,
1992-01-04,4.1,-0.9,7.0,5.6,,,72.0,5.4,15.5,5.9,982.4,,0.38957258621970936,0.0,,
1992-01-05,3.1,2.0,4.8,15.4,,,83.0,3.4,10.1,6.4,985.5,,0.2234657842611022,0.0,,
1992-01-06,7.5,2.3,7.9,9.8,,,90.0,4.9,13.3,9.2,984.6,,0.38644751835375635,0.0,,
1992-01-07,4.4,3.5,7.7,0.0,,,80.0,4.0,9.6,6.8,982.2,,0.29680573475994854,0.0,,
1992-01-08,3.0,0.6,4.0,0.4,,,77.0,5.1,12.1,5.7,976.4,,0.2530099012068264,0.0,,
1992-01-09,5.0,2.2,7.4,1.7,,,77.0,6.0,14.5,6.8,969.1,,0.34699675955701637,0.0,,
1992-01-10,0.1,-1.7,5.0,0.0,,,75.0,5.1,11.6,4.8,984.3,,0.31299702020772335,0.0,,
1992-01-11,-1.3,-4.9,1.2,0.0,,,77.0,3.3,8.1,4.2,987.9,,0.27877807924460785,0.0,,
1992-01-12,1.1,-1.3,1.9,0.9,,,84.0,5.1,14.0,5.6,987.9,,0.2343138533417395,0.0,,
1992-01-13,0.1,-0.5,0.8,0.9,,,77.0,3.9,8.9,4.7,993.0,,0.14335766813898373,0.0,,
1992-01-14,2.8,0.1,4.0,6.7,,,90.0,6.0,16.0,6.5,986.1,,0.2897387424973448,0.0,,
1992-01-15,3.8,3.5,4.4,0.1,,,82.0,7.8,16.2,6.6,988.5,,0.14803375492349966,0.0,,
1992-01-16,2.5,2.0,3.8,1.5,,,82.0,6.9,16.5,6.0,983.7,,0.19964419938333003,0.0,,
1992-01-17,1.1,-0.8,3.6,0.0,,,75.0,8.3,23.9,5.1,985.8,,0.29498724503281565,0.0,,
1992-01-18,1.9,-0.1,2.9,15.9,,,86.0,6.0,14.8,5.8,985.0,,0.257796355198492,0.0,,
1992-01-19,1.8,0.7,3.4,11.8,,,90.0,5.3,15.5,6.4,976.4,,0.2471490662972119,0.0,,
1992-01-20,-6.8,-8.5,0.7,0.0,,,73.0,6.1,15.7,2.8,989.4,,0.2601400393257917,0.0,,
1992-01-21,-8.1,-10.1,-3.7,0.0,,,65.0,2.8,9.1,2.2,996.9,,0.19444763596326825,0.0,,
1992-01-22,-2.2,-10.9,2.0,0.0,,,59.0,3.8,10.3,3.0,995.9,,0.45132966337492236,0.0,,
1992-01-23,0.1,-1.2,1.6,0.0,,,63.0,5.6,15.0,3.8,994.3,,0.245327122867974,0.0,,
1992-01-24,-0.4,-1.5,1.2,0.0,,,72.0,6.6,15.3,4.3,994.9,,0.23816720513274886,0.0,,
1992-01-25,-1.5,-2.9,2.2,0.0,,,77.0,2.3,9.8,4.3,995.5,,0.31192614872707425,0.0,,
1992-01-26,-2.4,-5.7,-1.3,0.1,,,89.0,1.8,8.4,4.4,995.2,,0.2785083597431603,0.0,,
1992-01-27,-1.0,-1.8,-0.2,0.0,,,91.0,0.4,4.2,5.2,999.2,,0.18644441873848078,0.0,,
1992-01-28,-2.6,-3.3,-1.2,0.0,,,87.0,1.4,4.2,4.5,1000.9,,0.19669454937839928,0.0,,
1992-01-29,-1.5,-3.4,-1.0,0.1,,,89.0,2.5,5.9,4.8,997.1,,0.22953804695817112,0.0,,
1992-01-30,-0.5,-1.1,-0.2,0.0,,,90.0,2.3,5.7,5.3,996.6,,0.1518826260136213,0.0,,
1992-01-31,-2.0,-2.6,-0.6,0.0,,,90.0,2.1,4.9,4.8,993.2,,0.2105439297628024,0.0,,
1992-02-01,-1.4,-2.7,0.9,0.0,,,87.0,1.1,4.7,4.8,991.8,,0.2985658550767442,0.0,,
1992-02-02,-2.4,-3.2,-1.8,0.0,,,89.0,1.6,5.9,4.5,986.1,,0.17805031493674917,0.0,,
1992-02-03,1.2,-2.8,2.7,3.2,,,85.0,6.3,21.4,5.6,971.7,,0.4434439544026344,0.0,,
1992-02-04,0.8,-0.1,2.3,2.9,,,89.0,8.0,18.2,5.7,969.8,,0.2920756823347343,0.0,,
1992-02-05,1.3,-0.7,2.2,6.9,,,91.0,6.4,14.3,6.0,973.6,,0.33581812035590247,0.0,,
1992-02-06,4.8,1.7,5.3,7.5,,,95.0,5.6,14.8,8.0,983.1,,0.4509652441087444,0.0,,
1992-02-07,4.5,4.0,5.5,0.2,,,89.0,4.8,13.5,7.5,989.7,,0.29258846110980874,0.0,,
1992-02-08,2.9,0.9,6.0,0.0,,,74.0,3.0,11.8,5.7,988.6,,0.510143477678673,0.0,,
1992-02-09,-0.5,-1.0,2.0,0.0,,,84.0,5.3,13.0,5.0,980.8,,0.3331011185475828,0.0,,
1992-02-10,1.7,-0.9,6.3,0.8,,,75.0,5.1,16.0,5.1,977.5,,0.5925165423455587,0.0,,
1992-02-11,4.0,0.8,6.0,0.2,,,78.0,3.4,10.1,6.3,975.9,,0.573431544414035,0.0,,
1992-02-12,5.5,3.0,6.2,0.6,,,82.0,3.5,9.1,7.3,974.3,,0.4897422357546917,0.0,,
1992-02-13,7.2,5.7,10.3,7.2,,,84.0,4.4,11.1,8.7,970.2,,0.641732935842627,0.0,,
1992-02-14,4.3,0.7,8.1,1.9,,,72.0,3.5,18.7,6.1,978.5,,0.7328651383985259,0.0,,
1992-02-15,6.5,1.9,8.9,2.7,,,70.0,5.8,18.2,6.5,973.1,,0.7982334681151734,0.0,,
1992-02-16,1.8,1.2,8.5,0.0,,,64.0,7.0,18.7,4.5,971.3,,0.6696156754590893,0.0,,
1992-02-17,-2.2,-4.6,1.4,1.5,,,76.0,4.6,12.8,4.0,977.7,,0.49205460656446653,0.0,,
1992-02-18,-5.0,-5.9,-3.3,1.2,,,78.0,4.9,11.6,3.3,988.6,,0.2706344485609278,0.0,,
1992-02-19,-1.8,-5.0,-0.6,1.5,,,79.0,5.5,13.0,4.2,988.9,,0.4480964808134466,0.0,,
1992-02-20,-1.6,-3.9,0.0,0.8,,,80.0,4.1,9.6,4.3,987.4,,0.4348844908255371,0.0,,
1992-02-21,0.5,-0.9,1.0,8.3,,,88.0,5.2,12.3,5.5,987.5,,0.3490726455244196,0.0,,
1992-02-22,1.9,0.5,3.6,4.2,,,78.0,3.6,9.3,5.4,989.7,,0.4886002947053454,0.0,,
1992-02-23,3.9,1.2,5.2,3.5,,,81.0,7.2,19.2,6.4,983.7,,0.6222574425705638,0.0,,
1992-02-24,4.4,1.6,8.3,0.0,,,62.0,4.6,18.9,5.1,990.3,,0.838488639850659,0.0,,
1992-02-25,5.0,1.2,9.0,0.0,,,52.0,3.2,10.3,4.5,986.3,,0.9455096347820093,0.0,,
1992-02-26,4.7,2.7,8.2,0.0,,,54.0,4.6,12.1,4.6,988.5,,0.7972108671556697,0.0,,
1992-02-27,5.5,-0.4,12.0,0.0,,,67.0,1.1,4.4,6.1,992.9,,1.2610963388466334,0.0,,
1992-02-28,5.5,1.9,11.0,0.0,,,71.0,2.6,5.7,6.5,993.1,,1.098942790224804,0.0,,
1992-02-29,5.3,-1.3,13.8,0.0,,,68.0,2.5,4.9,6.1,991.5,,1.4274437381755367,0.0,,
1992-03-01,5.0,-0.7,9.5,0.0,,,69.0,3.5,10.3,5.9,987.1,,1.1775926260831535,0.0,,
1992-03-02,4.8,0.7,12.0,2.1,,,64.0,,5.9,5.7,983.8,,1.2492502001242682,0.0,,
1992-03-03,5.7,2.3,7.4,0.6,,,74.0,,,6.5,985.8,,0.8872274365916264,0.0,,
1992-03-04,7.0,4.4,11.9,0.0,,,66.0,,,6.5,991.1,,1.1542021750633689,0.0,,
1992-03-05,6.9,-0.9,15.2,0.0,,,60.0,,,5.5,989.8,,1.7118398285923706,0.0,,
1992-03-06,6.5,4.5,11.7,10.9,,,82.0,,12.3,8.0,986.9,,1.1444962621876322,0.0,,
1992-03-07,4.4,4.1,5.9,0.1,,,95.0,3.3,10.8,7.9,992.9,,0.5311945534444935,0.0,,
1992-03-08,5.0,1.4,9.4,0.0,,,53.0,7.4,18.7,4.5,992.9,,1.1684219004098495,0.0,,
1992-03-09,4.6,0.5,10.9,0.0,,,53.0,4.9,15.7,4.5,996.9,,1.3294500620863485,0.0,,
1992-03-10,6.2,1.2,10.3,0.1,,,47.0,5.9,18.0,4.4,990.2,,1.3531874829636792,0.0,,
1992-03-11,3.4,0.6,6.4,4.2,,,60.0,,20.2,4.6,981.1,,0.9690027827513167,0.0,,
1992-03-12,4.5,0.2,6.0,0.4,,,79.0,,,6.4,969.7,,1.0348392718512995,0.0,,
1992-03-13,4.6,0.1,10.7,20.5,,,73.0,,,6.6,952.8,,1.4264710993287992,0.0,,
1992-03-14,-1.2,-2.4,1.8,2.5,,,82.0,,,4.6,965.3,,0.6753536922794608,0.0,,
1992-03-15,1.3,-2.1,1.6,0.3,,,71.0,,15.7,4.7,968.2,,0.7401117709353873,0.0,,
1992-03-16,0.8,0.0,2.9,0.8,,,75.0,6.8,18.7,4.8,983.0,,0.6473916847966326,0.0,,
1992-03-17,2.0,-4.5,5.3,0.0,,,71.0,1.8,6.6,4.8,991.0,,1.2851464993098698,0.0,,
1992-03-18,5.5,2.3,10.4,0.0,,,70.0,1.7,7.1,6.4,987.3,,1.3945010903260964,0.0,,
1992-03-19,6.1,1.6,11.6,1.1,,,75.0,4.1,10.3,6.9,982.4,,1.6117245276434218,0.0,,
1992-03-20,6.3,3.9,7.6,5.1,,,86.0,3.8,11.1,8.1,978.8,,1.002327172938587,0.0,,
1992-03-21,6.9,2.7,12.0,2.6,,,86.0,4.3,29.0,9.4,974.5,,1.6510289349065332,0.0,,
1992-03-22,3.9,2.3,7.6,4.8,,,75.0,7.9,22.6,6.0,965.5,,1.1098502108158554,0.0,,
1992-03-23,3.9,1.2,6.9,0.2,,,69.0,4.7,16.0,5.4,959.2,,1.1663796755536866,0.0,,
1992-03-24,2.4,1.7,3.9,9.0,,,90.0,4.6,12.1,6.5,959.5,,0.6834505543174424,0.0,,
1992-03-25,1.2,0.5,3.3,0.8,,,89.0,3.5,10.8,6.0,962.8,,0.7346898942670393,0.0,,
1992-03-26,2.3,0.3,5.7,3.2,,,70.0,4.2,12.3,5.2,957.5,,1.0932433726465054,0.0,,
1992-03-27,0.8,0.0,2.3,5.0,,,91.0,4.1,11.8,5.8,954.4,,0.668618885635134,0.0,,
1992-03-28,0.6,-0.4,3.1,3.1,,,82.0,4.7,14.5,5.2,957.8,,0.8261461728364258,0.0,,
1992-03-29,-0.3,-1.8,1.1,0.7,,,83.0,4.3,13.8,4.9,963.2,,0.7240537833906953,0.0,,
1992-03-30,2.9,-3.5,7.5,0.0,,,68.0,3.6,11.3,4.9,962.3,,1.6883198415336753,0.0,,
1992-03-31,7.3,1.7,12.8,0.0,,,66.0,5.4,12.5,6.8,955.1,,2.0811487719914745,0.0,,
1992-04-01,6.0,4.4,14.3,0.1,,,73.0,7.4,20.2,7.1,951.1,,1.8856804223043604,0.0,,
1992-04-02,5.9,0.6,12.5,0.0,,,65.0,2.5,11.1,6.1,960.8,,2.0827007252478573,0.0,,
1992-04-03,6.3,3.3,11.3,1.5,,,67.0,3.3,12.3,6.5,965.4,,1.7564048373877341,0.0,,
1992-04-04,5.1,0.8,9.1,0.0,,,79.0,1.5,5.9,6.9,969.7,,1.7191781663840346,0.0,,
1992-04-05,3.1,2.4,5.0,2.3,,,83.0,2.2,7.9,6.6,970.6,,0.8879520398011569,0.0,,
1992-04-06,3.9,-0.7,9.1,0.0,,,66.0,2.0,9.6,5.2,970.7,,1.8095314951488193,0.0,,
1992-04-07,5.4,-0.9,12.0,0.0,,,59.0,2.3,8.6,5.1,968.2,,2.2435714501417796,0.0,,
1992-04-08,5.7,0.2,10.2,0.0,,,54.0,3.6,16.5,4.9,975.5,,2.0221609773022147,0.0,,
1992-04-09,6.8,-0.7,12.1,0.0,,,62.0,,8.6,5.9,984.3,,2.4199484683751185,0.0,,
1992-04-10,6.1,0.3,12.1,0.0,,,58.0,,,5.2,983.5,,2.28060843948437,0.0,,
1992-04-11,8.3,0.4,14.0,0.0,,,57.0,,,6.1,978.1,,2.700819082570552,0.0,,
1992-04-12,11.3,3.8,16.7,0.0,,,57.0,,,7.3,973.0,,2.9619333917825728,0.0,,
1992-04-13,8.2,5.5,11.4,0.4,,,56.0,3.9,14.8,6.2,973.7,,1.807245740859366,0.0,,
1992-04-14,7.2,4.7,10.9,0.0,,,65.0,6.3,23.0,6.5,973.3,,1.7985102978122753,0.0,,
1992-04-15,9.4,5.6,15.3,0.0,,,52.0,7.9,18.3,6.0,962.1,,2.4707009710950025,0.0,,
1992-04-16,3.7,1.1,9.2,1.2,,,69.0,6.1,15.5,5.7,972.6,,1.8012092264496593,0.0,,
1992-04-17,1.6,-1.6,5.2,1.8,,,77.0,4.1,14.0,5.1,983.1,,1.5027506437479834,0.0,,
1992-04-18,6.4,0.3,10.7,11.8,,,75.0,3.8,11.8,7.0,979.8,,2.3390548606829618,0.0,,
1992-04-19,7.5,5.6,11.5,0.4,,,64.0,7.8,20.8,6.9,977.1,,1.8580738062701765,0.0,,
1992-04-20,4.1,2.4,8.4,0.0,,,56.0,7.9,19.5,4.7,982.6,,1.6359687251390296,0.0,,
1992-04-21,6.6,-2.3,12.0,0.0,,,45.0,1.8,6.3,3.9,982.3,,2.8378080991012857,0.0,,
1992-04-22,9.9,4.3,14.3,0.0,,,46.0,4.0,11.0,5.7,970.3,,2.716478721524803,0.0,,
1992-04-23,8.4,4.3,11.7,0.0,,,74.0,2.4,9.5,8.1,969.1,,2.2283162470054454,0.0,,
1992-04-24,11.3,7.0,15.8,0.0,,,65.0,1.6,7.3,8.6,973.4,,2.720565929912015,0.0,,
1992-04-25,17.3,10.5,25.1,0.0,,,49.0,4.1,12.8,9.6,976.5,,4.259966509689248,0.0,,
1992-04-26,15.9,8.8,20.7,0.7,,,61.0,3.2,16.8,10.6,979.4,,3.7209730671582593,0.0,,
1992-04-27,12.5,10.2,17.5,0.8,,,70.0,3.4,20.5,10.5,975.7,,2.6401028013586436,0.0,,
1992-04-28,11.7,4.6,17.1,24.0,,,78.0,4.2,15.8,10.7,972.3,,3.3883705591826097,0.0,,
1992-04-29,8.1,6.9,11.2,3.3,,,78.0,4.0,13.5,8.5,976.0,,1.7574329335540022,0.0,,
1992-04-30,8.7,3.4,14.1,0.0,,,71.0,1.4,5.5,7.7,983.9,,2.856587583578249,0.0,,
1992-05-01,12.9,6.5,17.7,0.0,,,64.0,4.8,17.8,9.3,973.4,,3.40923253896956,0.0,,
1992-05-02,10.5,7.3,17.9,5.6,,,81.0,2.2,10.5,10.8,974.7,,3.07810071345437,0.0,,
1992-05-03,8.8,6.2,11.3,0.0,,,77.0,3.8,8.8,8.8,985.6,,2.0201307429643554,0.0,,
1992-05-04,8.8,2.7,14.7,0.0,,,64.0,2.2,7.3,7.2,988.1,,3.118815570076801,0.0,,
1992-05-05,11.1,2.1,17.1,0.0,,,57.0,1.3,7.0,7.4,985.8,,3.8124247024443365,0.0,,
1992-05-06,12.9,3.9,18.2,0.0,,,58.0,1.9,10.5,8.5,985.8,,3.9786941000300113,0.0,,
1992-05-07,11.7,7.6,13.7,1.5,,,85.0,2.7,9.3,11.5,979.5,,2.5120814539167764,0.0,,
1992-05-08,12.3,7.6,20.8,3.5,,,73.0,4.7,18.5,11.0,969.1,,3.792708209117965,0.0,,
1992-05-09,9.2,5.1,10.7,7.0,,,64.0,4.3,13.3,7.4,969.1,,2.2286392263813424,0.0,,
1992-05-10,8.9,7.5,12.1,0.1,,,67.0,5.0,20.8,7.8,972.9,,2.0086085034871357,0.0,,
1992-05-11,9.4,6.8,16.2,8.0,,,82.0,5.3,21.3,9.9,973.5,,2.9410231618859615,0.0,,
1992-05-12,12.7,5.3,15.3,0.0,,,60.0,3.4,12.5,8.4,986.4,,3.419507566355734,0.0,,
1992-05-13,16.2,10.0,21.3,0.0,,,65.0,2.5,8.8,12.1,989.4,,4.0730322834799795,0.0,,
